input,intent,botName
Inconsistencies in my bill,Agent transfer,Common_Dev_UNI_FEB28
Discrepancy with the bill,Agent transfer,Common_Dev_UNI_FEB28
Discrepancy in the bill,Agent transfer,Common_Dev_UNI_FEB28
The bill discrepancy in the bill,Agent transfer,Common_Dev_UNI_FEB28
Discrepancy on my billing,Agent transfer,Common_Dev_UNI_FEB28
Discrepancy on our current bill,Agent transfer,Common_Dev_UNI_FEB28
Discrepancies on bill,Agent transfer,Common_Dev_UNI_FEB28
Discrepancy of bill,Agent transfer,Common_Dev_UNI_FEB28
My discrepancy in my bill,Agent transfer,Common_Dev_UNI_FEB28
Miscalculation on my bill,Agent transfer,Common_Dev_UNI_FEB28
I discrepancy in billing,Agent transfer,Common_Dev_UNI_FEB28
Discrepancy in my telephone bill,Agent transfer,Common_Dev_UNI_FEB28
Discrepancy of my bill,Agent transfer,Common_Dev_UNI_FEB28
Discrepancy on my bill total,Agent transfer,Common_Dev_UNI_FEB28
Discrepancy in my in my billing,Agent transfer,Common_Dev_UNI_FEB28
A discrepancy overpayment on my bill,Agent transfer,Common_Dev_UNI_FEB28
Discrepancy in my billing statement,Agent transfer,Common_Dev_UNI_FEB28
My spectrum bill discrepancy in charges,Agent transfer,Common_Dev_UNI_FEB28
Discrepancy in my my bills,Agent transfer,Common_Dev_UNI_FEB28
Discrepancies on my bill,Agent transfer,Common_Dev_UNI_FEB28
Discrepancy on my Internet bill,Agent transfer,Common_Dev_UNI_FEB28
A discrepancy in my billing,Agent transfer,Common_Dev_UNI_FEB28
Discrepancy about my billing,Agent transfer,Common_Dev_UNI_FEB28
Discrepancy with my billing,Agent transfer,Common_Dev_UNI_FEB28
Discrepancy on my bill,Agent transfer,Common_Dev_UNI_FEB28
A discrepancy on my bill payment,Agent transfer,Common_Dev_UNI_FEB28
Discrepancy between the last two bills that came to me,Agent transfer,Common_Dev_UNI_FEB28
Some discrepancies in my bill,Agent transfer,Common_Dev_UNI_FEB28
Discrepancy in on my bill,Agent transfer,Common_Dev_UNI_FEB28
Discrepancy in my in my bill,Agent transfer,Common_Dev_UNI_FEB28
Discrepancy with the bill why my being bill,Agent transfer,Common_Dev_UNI_FEB28
The discrepancy on my bill,Agent transfer,Common_Dev_UNI_FEB28
Discrepancies with my bill,Agent transfer,Common_Dev_UNI_FEB28
Discrepancy on my first bill or contract,Agent transfer,Common_Dev_UNI_FEB28
A discrepancy in the bill and what I paid,Agent transfer,Common_Dev_UNI_FEB28
A discrepancy in my bill,Agent transfer,Common_Dev_UNI_FEB28
Discrepancy in my bills,Agent transfer,Common_Dev_UNI_FEB28
A discrepancy on my bill,Agent transfer,Common_Dev_UNI_FEB28
Yes a discrepancy on my billing,Agent transfer,Common_Dev_UNI_FEB28
Discrepancy with my bill,Agent transfer,Common_Dev_UNI_FEB28
Discrepancy in my bill,Agent transfer,Common_Dev_UNI_FEB28
A discrepancy on my mobile bill,Agent transfer,Common_Dev_UNI_FEB28
Discrepancy for my bill on my bill,Agent transfer,Common_Dev_UNI_FEB28
Discrepancy concerning my bill,Agent transfer,Common_Dev_UNI_FEB28
Discrepancies in my bill,Agent transfer,Common_Dev_UNI_FEB28
Discrepancy about my bill,Agent transfer,Common_Dev_UNI_FEB28
A discrepancy with my bill,Agent transfer,Common_Dev_UNI_FEB28
Unsatisfied unsatisfactory bill,Agent transfer,Common_Dev_UNI_FEB28
Discrepancy on my account billing,Agent transfer,Common_Dev_UNI_FEB28
Discrepancy in my billing,Agent transfer,Common_Dev_UNI_FEB28
Price discrepancy on my bill,Agent transfer,Common_Dev_UNI_FEB28
Discrepancy in my bill billing,Agent transfer,Common_Dev_UNI_FEB28
A discrepancy concerning my bill,Agent transfer,Common_Dev_UNI_FEB28
Speak that my billing please,Agent transfer,Common_Dev_UNI_FEB28
Discrepancy in my current bill,Agent transfer,Common_Dev_UNI_FEB28
Unexplained increase in my bill,Agent transfer,Common_Dev_UNI_FEB28
Discrepancies within my bill,Agent transfer,Common_Dev_UNI_FEB28
Discrepancy on my charge card billing department,Agent transfer,Common_Dev_UNI_FEB28
Let me let me speak speak to billing,Agent transfer,Common_Dev_UNI_FEB28
Billing discrepancy about my bill,Agent transfer,Common_Dev_UNI_FEB28
Billing billing discrepancies put me through,Agent transfer,Common_Dev_UNI_FEB28
Discrepancy discrepancy in my bill customer service,Agent transfer,Common_Dev_UNI_FEB28
Agent please bill,Agent transfer,Common_Dev_UNI_FEB28
Let me let me talk to a billing person,Agent transfer,Common_Dev_UNI_FEB28
Associate please my bill,Agent transfer,Common_Dev_UNI_FEB28
Customer service a discrepancy with my bill,Agent transfer,Common_Dev_UNI_FEB28
Discrepancy on my charge I need billing,Agent transfer,Common_Dev_UNI_FEB28
Let me speak to a representative billing,Agent transfer,Common_Dev_UNI_FEB28
Let me speak to a representative billing questions,Agent transfer,Common_Dev_UNI_FEB28
Operator please bill,Agent transfer,Common_Dev_UNI_FEB28
Agent please agent my bill,Agent transfer,Common_Dev_UNI_FEB28
Agent please my bill,Agent transfer,Common_Dev_UNI_FEB28
Let me talk to a representative about my billing,Agent transfer,Common_Dev_UNI_FEB28
Let me speak to a billing person,Agent transfer,Common_Dev_UNI_FEB28
Give me a representative who takes care billing and returns,Agent transfer,Common_Dev_UNI_FEB28
Let me talk to somebody in billing,Agent transfer,Common_Dev_UNI_FEB28
Let me speak to billing being,Agent transfer,Common_Dev_UNI_FEB28
Let me speak with a representative about billing,Agent transfer,Common_Dev_UNI_FEB28
Let me speak to somebody in billing and the billing,Agent transfer,Common_Dev_UNI_FEB28
Let me have someone in billing,Agent transfer,Common_Dev_UNI_FEB28
Let me speak to the billing department,Agent transfer,Common_Dev_UNI_FEB28
Let me talk to someone at the billing,Agent transfer,Common_Dev_UNI_FEB28
Let me speak to a representative in billing,Agent transfer,Common_Dev_UNI_FEB28
Let me speak to someone in billing and payment,Agent transfer,Common_Dev_UNI_FEB28
Let me speak to a real person in billing,Agent transfer,Common_Dev_UNI_FEB28
Let me speak to a representative in the billing,Agent transfer,Common_Dev_UNI_FEB28
Let me talk to an agent on billing,Agent transfer,Common_Dev_UNI_FEB28
Let me speak to someone in billing about a credit,Agent transfer,Common_Dev_UNI_FEB28
Let me let me talk to the billing department,Agent transfer,Common_Dev_UNI_FEB28
Let me talk to a billing person,Agent transfer,Common_Dev_UNI_FEB28
Let me talk to somebody in the billing department,Agent transfer,Common_Dev_UNI_FEB28
Let me speak to someone in billing,Agent transfer,Common_Dev_UNI_FEB28
Let me speak to a representative for billing,Agent transfer,Common_Dev_UNI_FEB28
You can help me by connecting me with somebody in billing,Agent transfer,Common_Dev_UNI_FEB28
I guess let me talk to the billing department,Agent transfer,Common_Dev_UNI_FEB28
Let me speak with billing,Agent transfer,Common_Dev_UNI_FEB28
Let me speak to someone from billing,Agent transfer,Common_Dev_UNI_FEB28
Let me speak with someone in billing,Agent transfer,Common_Dev_UNI_FEB28
Let me speak with someone in billing and billing,Agent transfer,Common_Dev_UNI_FEB28
Laura bill can I talk to department retention,Agent transfer,Common_Dev_UNI_FEB28
Let me speak to someone who has my billing,Agent transfer,Common_Dev_UNI_FEB28
Let me talk to a representative billing,Agent transfer,Common_Dev_UNI_FEB28
Let me speak to a representative about billing,Agent transfer,Common_Dev_UNI_FEB28
Let me speak to someone about billing,Agent transfer,Common_Dev_UNI_FEB28
Let me speak let me speak to billing,Agent transfer,Common_Dev_UNI_FEB28
Please let me speak with a representative about billing,Agent transfer,Common_Dev_UNI_FEB28
Let me speak to billing department,Agent transfer,Common_Dev_UNI_FEB28
Let me speak to a billing,Agent transfer,Common_Dev_UNI_FEB28
Repeat let me speak to billing,Agent transfer,Common_Dev_UNI_FEB28
Let me speak to someone in billing billing,Agent transfer,Common_Dev_UNI_FEB28
Let me talk to someone in billing,Agent transfer,Common_Dev_UNI_FEB28
Let me speak to somebody in billing,Agent transfer,Common_Dev_UNI_FEB28
Let me talk to a billing representative,Agent transfer,Common_Dev_UNI_FEB28
Let me speak to an agent in billing,Agent transfer,Common_Dev_UNI_FEB28
Let me talk to a person billing,Agent transfer,Common_Dev_UNI_FEB28
Can I speak with billing live advisor,Agent transfer,Common_Dev_UNI_FEB28
Let me speak let me speak to someone in billing,Agent transfer,Common_Dev_UNI_FEB28
Let me speak to a live representative for billing,Agent transfer,Common_Dev_UNI_FEB28
Let me talk to someone about billing,Agent transfer,Common_Dev_UNI_FEB28
Let me speak to a agent billing,Agent transfer,Common_Dev_UNI_FEB28
Let me talk to the billing billing department,Agent transfer,Common_Dev_UNI_FEB28
Let me speak with billing billing,Agent transfer,Common_Dev_UNI_FEB28
Let me speak to a live representative billing,Agent transfer,Common_Dev_UNI_FEB28
Like to speak to someone about my bill please,Agent transfer,Common_Dev_UNI_FEB28
Let me speak to a representative regarding billing,Agent transfer,Common_Dev_UNI_FEB28
Let me speak to somebody in the billing department,Agent transfer,Common_Dev_UNI_FEB28
Let me speak to someone in the billing department,Agent transfer,Common_Dev_UNI_FEB28
About my bill like to speak to someone please,Agent transfer,Common_Dev_UNI_FEB28
Like to speak to speak to someone about my billing please,Agent transfer,Common_Dev_UNI_FEB28
Let me speak to billing,Agent transfer,Common_Dev_UNI_FEB28
Let me talk to the billing department,Agent transfer,Common_Dev_UNI_FEB28
Let me speak with a represent representative in billing,Agent transfer,Common_Dev_UNI_FEB28
Would like to pay pay my bill please and talk to an associate,Agent transfer,Common_Dev_UNI_FEB28
Help figuring billing,Agent transfer,Common_Dev_UNI_FEB28
Service on my bill like to talk to a representative please,Agent transfer,Common_Dev_UNI_FEB28
Indicated on my bill so I would like to speak to somebody please,Agent transfer,Common_Dev_UNI_FEB28
About my bill let me speak to someone please,Agent transfer,Common_Dev_UNI_FEB28
About the bill let me speak to somebody please,Agent transfer,Common_Dev_UNI_FEB28
Help with billing service,Agent transfer,Common_Dev_UNI_FEB28
Would like to speak to an operator pay my bill,Agent transfer,Common_Dev_UNI_FEB28
Like to speak with an agent please about my bill agent please,Agent transfer,Common_Dev_UNI_FEB28
On my billing I need to speak to someone please,Agent transfer,Common_Dev_UNI_FEB28
Help with account billing,Agent transfer,Common_Dev_UNI_FEB28
Help help billing question contract,Agent transfer,Common_Dev_UNI_FEB28
Help with paying bill billing,Agent transfer,Common_Dev_UNI_FEB28
Help help with billing,Agent transfer,Common_Dev_UNI_FEB28
Like to talk to a representative about my bill please,Agent transfer,Common_Dev_UNI_FEB28
Help with billing on bulk account,Agent transfer,Common_Dev_UNI_FEB28
Help with billing account,Agent transfer,Common_Dev_UNI_FEB28
Help on billing,Agent transfer,Common_Dev_UNI_FEB28
Help help operator service operator need operator billing operator,Agent transfer,Common_Dev_UNI_FEB28
Account help for billing,Agent transfer,Common_Dev_UNI_FEB28
Help help help billing,Agent transfer,Common_Dev_UNI_FEB28
Get help with billing,Agent transfer,Common_Dev_UNI_FEB28
Balance your help with billing,Agent transfer,Common_Dev_UNI_FEB28
Help advertising billing,Agent transfer,Common_Dev_UNI_FEB28
Help with a billing charge,Agent transfer,Common_Dev_UNI_FEB28
Help with billing information,Agent transfer,Common_Dev_UNI_FEB28
Pay on the bill give me a representative,Agent transfer,Common_Dev_UNI_FEB28
Find a billing center,Agent transfer,Common_Dev_UNI_FEB28
Help with channels billing,Agent transfer,Common_Dev_UNI_FEB28
Help with billing,Agent transfer,Common_Dev_UNI_FEB28
Help help operator operator billing help,Agent transfer,Common_Dev_UNI_FEB28
Speak to a representative regarding ESPN billing,Agent transfer,Common_Dev_UNI_FEB28
Paying bill talk to customer support,Agent transfer,Common_Dev_UNI_FEB28
Help with help with billing,Agent transfer,Common_Dev_UNI_FEB28
Pay my bill I need a representative,Agent transfer,Common_Dev_UNI_FEB28
Speak to a representative about losing ESPN another bill billing adjustments,Agent transfer,Common_Dev_UNI_FEB28
Pay my bill but I need a representative,Agent transfer,Common_Dev_UNI_FEB28
Pay my bill and I need a representative,Agent transfer,Common_Dev_UNI_FEB28
Dispute bill information,Agent transfer,Common_Dev_UNI_FEB28
I have a question on my bill could I talk to a live person please,Agent transfer,Common_Dev_UNI_FEB28
Find about lowering bill,Agent transfer,Common_Dev_UNI_FEB28
Find out about deals mobile mobile bill,Agent transfer,Common_Dev_UNI_FEB28
Pay my bill give me a representative,Agent transfer,Common_Dev_UNI_FEB28
Speak to a representative about the cable for the billing department,Agent transfer,Common_Dev_UNI_FEB28
I wanna talk to billing department representative talk about my galaxy tablet give me a representative woman,Agent transfer,Common_Dev_UNI_FEB28
Speak with billing department regarding Disney and ESPN channels,Agent transfer,Common_Dev_UNI_FEB28
Customer service representative regarding billing Disney and ESPN channel,Agent transfer,Common_Dev_UNI_FEB28
I was just returned equipment I need to speak to someone in billing equipment,Agent transfer,Common_Dev_UNI_FEB28
Well first of all they've increased my bill and I I would like to talk to a customer service rep,Agent transfer,Common_Dev_UNI_FEB28
I have a question on my bill please connect me with them,Agent transfer,Common_Dev_UNI_FEB28
I would like to speak with someone about my bill I need to talk to somebody about my bill,Agent transfer,Common_Dev_UNI_FEB28
Talk to a representative to lower my cable bill about thirty dollars my account ACV,Agent transfer,Common_Dev_UNI_FEB28
My total amount of my bill I speak to a representative,Agent transfer,Common_Dev_UNI_FEB28
Cable bill my my cable bill wanna talk to a representative please about my cable bill,Agent transfer,Common_Dev_UNI_FEB28
